,OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Price,Unit Cost,totalcost,totalSales,Profit
1545,SO - 0001646,Wholesale,WARE-UHY1004,2018-07-19,2018-02-12,2018-12-20,2018-12-27,USD,28,44,244,36,8,0.1,227.8,186.796,1494.368,1640.16,145.79200000000014
1546,SO - 0001647,Distributor,WARE-NMK1003,2018-07-19,2018-02-12,2018-12-14,2018-12-20,USD,24,30,100,26,3,0.1,5929.5,3498.405,10495.215,16009.650000000001,5514.435000000001
1547,SO - 0001648,In-Store,WARE-NMK1003,2018-07-19,2018-02-12,2018-12-22,2018-12-29,USD,11,17,167,44,6,0.15,1728.6,1175.448,7052.688,8815.86,1763.1720000000005
1548,SO - 0001649,Distributor,WARE-UHY1004,2018-07-19,2018-02-12,2018-07-12,2018-12-16,USD,21,28,217,24,4,0.075,1045.2,825.708,3302.832,3867.2400000000002,564.4080000000004
1549,SO - 0001650,In-Store,WARE-XYS1001,2018-07-19,2018-02-12,2018-12-15,2018-12-25,USD,9,2,28,35,8,0.1,1721.9,1411.958,11295.664,12397.68,1102.0159999999996
1550,SO - 0001651,Distributor,WARE-XYS1001,2018-07-19,2018-03-12,2018-12-29,2019-08-01,USD,20,44,44,31,8,0.05,3845.8,2999.724,23997.792,29228.08,5230.2880000000005
1551,SO - 0001652,Online,WARE-MKL1006,2018-07-19,2018-03-12,2018-12-15,2018-12-19,USD,14,23,349,36,2,0.4,2706.8,1651.148,3302.296,3248.1600000000003,-54.13599999999951
1552,SO - 0001653,Online,WARE-NMK1003,2018-07-19,2018-03-12,2018-12-18,2018-12-24,USD,16,29,94,41,5,0.075,2613.0,1358.76,6793.8,12085.125,5291.325
1553,SO - 0001654,Distributor,WARE-PUJ1005,2018-07-19,2018-03-12,2018-11-12,2018-12-19,USD,23,9,323,21,3,0.075,3631.4,2977.748,8933.244,10077.135,1143.8909999999996
1554,SO - 0001655,Online,WARE-UHY1004,2018-07-19,2018-03-12,2018-12-30,2019-06-01,USD,13,10,213,25,3,0.05,1105.5,563.805,1691.415,3150.6749999999997,1459.2599999999998
1555,SO - 0001656,Online,WARE-NBV1002,2018-07-19,2018-03-12,2018-12-29,2019-06-01,USD,20,31,73,27,1,0.15,1045.2,533.052,533.052,888.42,355.36799999999994
1556,SO - 0001657,Wholesale,WARE-PUJ1005,2018-07-19,2018-03-12,2018-10-12,2018-12-14,USD,27,4,318,22,8,0.05,3041.8,1551.318,12410.544,23117.68,10707.136
1557,SO - 0001658,Distributor,WARE-NBV1002,2018-07-19,2018-03-12,2018-12-23,2019-02-01,USD,21,50,79,39,5,0.075,1755.4,965.47,4827.35,8118.725,3291.375
1558,SO - 0001659,Distributor,WARE-NMK1003,2018-07-19,2018-03-12,2018-12-26,2019-05-01,USD,21,47,114,2,1,0.05,2291.4,1191.528,1191.528,2176.83,985.3019999999999
1559,SO - 0001660,Wholesale,WARE-XYS1001,2018-07-19,2018-03-12,2018-12-12,2018-12-20,USD,28,45,18,13,6,0.2,1058.6,719.848,4319.088,5081.28,762.192
1560,SO - 0001661,In-Store,WARE-NMK1003,2018-07-19,2018-03-12,2018-12-20,2018-12-28,USD,1,43,165,42,8,0.1,1065.3,479.385,3835.08,7670.16,3835.08
1561,SO - 0001662,In-Store,WARE-NMK1003,2018-07-19,2018-03-12,2018-12-28,2019-04-01,USD,9,48,122,11,5,0.4,241.2,115.776,578.88,723.6,144.72000000000003
1562,SO - 0001663,In-Store,WARE-UHY1004,2018-07-19,2018-04-12,2018-11-12,2018-12-13,USD,4,20,228,47,7,0.1,1132.3,781.287,5469.009,7133.49,1664.4809999999998
1563,SO - 0001664,Online,WARE-NMK1003,2018-07-19,2018-04-12,2018-07-12,2018-11-12,USD,19,43,137,1,2,0.15,2224.4,1890.74,3781.48,3781.48,0.0
1564,SO - 0001665,In-Store,WARE-MKL1006,2018-07-19,2018-04-12,2018-12-14,2018-12-23,USD,9,20,344,46,4,0.075,824.1,659.28,2637.12,3049.17,412.0500000000002
1565,SO - 0001666,In-Store,WARE-PUJ1005,2018-07-19,2018-04-12,2018-12-16,2018-12-24,USD,8,23,269,10,2,0.1,2351.7,1458.054,2916.108,4233.0599999999995,1316.9519999999993
1566,SO - 0001667,Online,WARE-XYS1001,2018-07-19,2018-04-12,2018-12-12,2018-12-13,USD,20,43,24,30,1,0.05,6344.9,2918.654,2918.654,6027.655,3109.0009999999997
1567,SO - 0001668,Distributor,WARE-NMK1003,2018-07-19,2018-04-12,2018-12-16,2018-12-18,USD,23,42,126,32,6,0.1,5621.3,3541.419,21248.514,30355.02,9106.506000000001
1568,SO - 0001669,Distributor,WARE-NMK1003,2018-07-19,2018-04-12,2018-06-12,2018-11-12,USD,22,32,141,23,6,0.05,1031.8,598.444,3590.6639999999998,5881.259999999999,2290.5959999999995
1569,SO - 0001670,Online,WARE-UHY1004,2018-07-19,2018-04-12,2018-12-15,2018-12-21,USD,18,21,210,25,4,0.05,2405.3,1828.028,7312.112,9140.14,1828.0279999999993
1570,SO - 0001671,Distributor,WARE-NMK1003,2018-07-19,2018-04-12,2018-09-12,2018-12-15,USD,22,7,92,20,2,0.075,1105.5,906.51,1813.02,2045.1750000000002,232.1550000000002
1571,SO - 0001672,In-Store,WARE-MKL1006,2018-07-19,2018-04-12,2018-12-18,2018-12-27,USD,8,34,343,23,5,0.075,1775.5,958.77,4793.85,8211.6875,3417.8374999999996
1572,SO - 0001673,Online,WARE-NMK1003,2018-07-19,2018-04-12,2018-12-21,2018-12-22,USD,14,7,153,46,2,0.075,1092.1,786.312,1572.624,2020.385,447.76099999999997
1573,SO - 0001674,Online,WARE-NMK1003,2018-07-19,2018-04-12,2018-09-12,2018-12-19,USD,15,1,105,27,6,0.075,207.7,83.08,498.48,1152.7350000000001,654.2550000000001
1574,SO - 0001675,In-Store,WARE-MKL1006,2018-07-19,2018-04-12,2018-12-21,2018-12-30,USD,9,16,340,45,4,0.1,1809.0,759.78,3039.12,6512.400000000001,3473.2800000000007
1575,SO - 0001676,Online,WARE-UHY1004,2018-07-19,2018-05-12,2018-07-12,2018-12-14,USD,12,30,259,2,8,0.075,1842.5,1437.15,11497.2,13634.5,2137.2999999999993
1576,SO - 0001677,In-Store,WARE-MKL1006,2018-10-27,2018-05-12,2018-12-31,2019-07-01,USD,4,18,344,45,4,0.1,3839.1,2764.152,11056.608,13820.76,2764.152
1577,SO - 0001678,Online,WARE-NMK1003,2018-07-19,2018-05-12,2018-10-12,2018-12-16,USD,13,34,178,43,7,0.15,268.0,171.52,1200.64,1594.6,393.9599999999998
1578,SO - 0001679,In-Store,WARE-NMK1003,2018-07-19,2018-05-12,2018-12-13,2018-12-18,USD,2,28,118,19,3,0.3,1829.1,859.677,2579.031,3841.1099999999997,1262.0789999999997
1579,SO - 0001680,Wholesale,WARE-PUJ1005,2018-07-19,2018-05-12,2018-12-19,2018-12-29,USD,27,15,294,25,1,0.2,1795.6,1256.92,1256.92,1436.48,179.55999999999995
1580,SO - 0001681,Online,WARE-XYS1001,2018-07-19,2018-05-12,2019-02-01,2019-03-01,USD,15,11,24,12,6,0.4,1118.9,458.749,2752.494,4028.04,1275.5459999999998
1581,SO - 0001682,Distributor,WARE-XYS1001,2018-10-27,2018-06-12,2018-12-21,2018-12-29,USD,20,22,37,5,2,0.075,1118.9,716.096,1432.192,2069.965,637.7730000000001
1582,SO - 0001683,In-Store,WARE-UHY1004,2018-07-19,2018-06-12,2018-12-23,2018-12-27,USD,10,22,258,43,4,0.1,3926.2,2630.554,10522.216,14134.32,3612.1039999999994
1583,SO - 0001684,Wholesale,WARE-NBV1002,2018-07-19,2018-06-12,2019-02-01,2019-11-01,USD,27,19,81,4,8,0.05,917.9,514.024,4112.192,6976.039999999999,2863.847999999999
1584,SO - 0001685,In-Store,WARE-NMK1003,2018-07-19,2018-06-12,2018-12-16,2018-12-25,USD,5,50,135,31,6,0.2,207.7,99.696,598.1759999999999,996.96,398.7840000000001
1585,SO - 0001686,In-Store,WARE-PUJ1005,2018-07-19,2018-06-12,2018-08-12,2018-12-16,USD,6,17,283,37,1,0.075,1976.5,1264.96,1264.96,1828.2625,563.3025
1586,SO - 0001687,Wholesale,WARE-NBV1002,2018-10-27,2018-06-12,2018-11-12,2018-12-16,USD,27,19,80,16,4,0.15,3959.7,2613.402,10453.608,13462.98,3009.3719999999994
1587,SO - 0001688,In-Store,WARE-NMK1003,2018-10-27,2018-06-12,2019-01-01,2019-02-01,USD,6,49,124,29,2,0.1,1098.8,846.076,1692.152,1977.84,285.6879999999999
1588,SO - 0001689,Online,WARE-NMK1003,2018-07-19,2018-06-12,2018-12-12,2018-12-15,USD,13,15,103,41,2,0.05,877.7,728.491,1456.982,1667.63,210.64800000000014
1589,SO - 0001690,In-Store,WARE-NMK1003,2018-07-19,2018-06-12,2018-12-28,2019-06-01,USD,7,14,178,47,5,0.1,2552.7,1276.35,6381.75,11487.15,5105.4
1590,SO - 0001691,In-Store,WARE-MKL1006,2018-07-19,2018-06-12,2018-12-26,2019-05-01,USD,5,12,355,18,8,0.05,1025.1,768.825,6150.6,7790.759999999999,1640.159999999999
1591,SO - 0001692,Distributor,WARE-UHY1004,2018-07-19,2018-06-12,2019-03-01,2019-08-01,USD,23,34,245,31,7,0.15,1045.2,668.928,4682.496,6218.94,1536.4439999999995
1592,SO - 0001693,Wholesale,WARE-PUJ1005,2018-07-19,2018-07-12,2018-12-22,2018-12-25,USD,28,27,306,26,8,0.4,5983.1,2393.24,19145.92,28718.88,9572.960000000003
1593,SO - 0001694,Distributor,WARE-NMK1003,2018-07-19,2018-07-12,2018-12-14,2018-12-21,USD,23,47,173,37,6,0.075,1112.2,756.296,4537.776,6172.710000000001,1634.934000000001
1594,SO - 0001695,In-Store,WARE-NMK1003,2018-07-19,2018-07-12,2018-12-30,2019-04-01,USD,9,23,121,34,6,0.2,1855.9,816.596,4899.576,8908.320000000002,4008.7440000000015
1595,SO - 0001696,In-Store,WARE-PUJ1005,2018-07-19,2018-07-12,2018-12-26,2019-02-01,USD,1,30,319,29,6,0.05,3825.7,2295.42,13772.52,21806.489999999998,8033.9699999999975
1596,SO - 0001697,Distributor,WARE-UHY1004,2018-07-19,2018-07-12,2018-12-15,2018-12-22,USD,23,16,218,37,8,0.3,817.4,653.92,5231.36,4577.44,-653.9200000000001
1597,SO - 0001698,In-Store,WARE-NMK1003,2018-10-27,2018-07-12,2019-01-01,2019-03-01,USD,3,9,122,47,8,0.075,737.0,375.87,3006.96,5453.8,2446.84
1598,SO - 0001699,In-Store,WARE-NMK1003,2018-07-19,2018-07-12,2018-12-20,2018-12-28,USD,6,5,203,32,5,0.05,2465.6,1651.952,8259.76,11711.599999999999,3451.8399999999983
1599,SO - 0001700,In-Store,WARE-XYS1001,2018-07-19,2018-07-12,2018-12-21,2018-12-26,USD,8,41,10,12,6,0.1,857.6,686.08,4116.4800000000005,4631.04,514.5599999999995
1600,SO - 0001701,Online,WARE-PUJ1005,2018-07-19,2018-08-12,2018-12-23,2018-12-31,USD,15,24,322,31,6,0.2,1078.7,431.48,2588.88,5177.76,2588.88
1601,SO - 0001702,In-Store,WARE-NMK1003,2018-07-19,2018-08-12,2018-12-24,2018-12-27,USD,2,23,164,17,6,0.2,3390.2,2746.062,16476.372,16272.96,-203.41200000000026
1602,SO - 0001703,In-Store,WARE-UHY1004,2018-10-27,2018-08-12,2018-10-12,2018-12-18,USD,8,18,208,40,3,0.2,5514.1,4356.139,13068.417000000001,13233.840000000002,165.42300000000068
1603,SO - 0001704,Online,WARE-NBV1002,2018-07-19,2018-08-12,2018-12-15,2018-12-22,USD,13,3,60,13,8,0.05,207.7,145.39,1163.12,1578.5199999999998,415.39999999999986
1604,SO - 0001705,In-Store,WARE-NBV1002,2018-07-19,2018-08-12,2019-02-01,2019-11-01,USD,1,49,70,11,2,0.05,2010.0,924.6,1849.2,3819.0,1969.8
1605,SO - 0001706,Online,WARE-UHY1004,2018-07-19,2018-08-12,2018-12-21,2018-12-29,USD,14,30,221,39,5,0.075,1949.7,1052.838,5264.19,9017.362500000001,3753.1725000000015
1606,SO - 0001707,Online,WARE-XYS1001,2018-10-27,2018-08-12,2018-12-27,2018-12-30,USD,14,14,26,7,7,0.075,174.2,106.262,743.8340000000001,1127.945,384.1109999999999
1607,SO - 0001708,Online,WARE-MKL1006,2018-07-19,2018-08-12,2019-01-01,2019-07-01,USD,20,24,364,23,7,0.05,1139.0,797.3,5581.099999999999,7574.349999999999,1993.25
1608,SO - 0001709,Wholesale,WARE-MKL1006,2018-07-19,2018-08-12,2018-12-21,2018-12-31,USD,27,17,345,28,8,0.075,5319.8,2181.118,17448.944,39366.520000000004,21917.576000000005
1609,SO - 0001710,In-Store,WARE-PUJ1005,2018-07-19,2018-09-12,2018-12-12,2018-12-15,USD,4,43,327,8,4,0.15,3926.2,2080.886,8323.544,13349.08,5025.536
1610,SO - 0001711,Distributor,WARE-PUJ1005,2018-07-19,2018-09-12,2018-12-23,2018-12-31,USD,24,36,313,7,3,0.05,1038.5,768.49,2305.4700000000003,2959.725,654.2549999999997
1611,SO - 0001712,In-Store,WARE-MKL1006,2018-07-19,2018-09-12,2019-03-01,2019-01-13,USD,1,45,349,35,5,0.15,5038.4,2972.656,14863.279999999999,21413.199999999997,6549.919999999998
1612,SO - 0001713,In-Store,WARE-NMK1003,2018-07-19,2018-09-12,2018-12-23,2019-01-01,USD,1,11,141,14,5,0.05,1058.6,561.058,2805.29,5028.349999999999,2223.0599999999995
1613,SO - 0001714,In-Store,WARE-PUJ1005,2018-10-27,2018-09-12,2018-12-22,2018-12-29,USD,6,6,309,35,5,0.05,221.1,97.284,486.42,1050.225,563.8049999999998
1614,SO - 0001715,In-Store,WARE-NMK1003,2018-10-27,2018-09-12,2019-04-01,2019-01-13,USD,2,24,141,24,1,0.1,3296.4,2505.264,2505.264,2966.76,461.4960000000001
1615,SO - 0001716,In-Store,WARE-NMK1003,2018-07-19,2018-09-12,2018-11-12,2018-12-20,USD,12,7,166,30,6,0.05,5648.1,2711.088,16266.528000000002,32194.17,15927.641999999996
1616,SO - 0001717,Wholesale,WARE-PUJ1005,2018-07-19,2018-09-12,2018-12-21,2018-12-28,USD,28,8,309,1,1,0.1,1118.9,727.285,727.285,1007.0100000000001,279.72500000000014
1617,SO - 0001718,In-Store,WARE-PUJ1005,2018-10-27,2018-09-12,2018-12-30,2019-09-01,USD,2,25,302,31,4,0.075,2680.0,2224.4,8897.6,9916.0,1018.3999999999996
1618,SO - 0001719,In-Store,WARE-UHY1004,2018-07-19,2018-10-12,2019-01-01,2019-08-01,USD,10,42,231,36,8,0.05,3865.9,2860.766,22886.128,29380.84,6494.7119999999995
1619,SO - 0001720,In-Store,WARE-NMK1003,2018-10-27,2018-10-12,2019-07-01,2019-08-01,USD,7,35,151,2,1,0.075,951.4,399.588,399.588,880.0450000000001,480.45700000000005
1620,SO - 0001721,Online,WARE-XYS1001,2018-10-27,2018-11-12,2018-12-21,2018-12-27,USD,17,39,51,19,6,0.075,5621.3,4272.188,25633.128,31198.215000000004,5565.087000000003
1621,SO - 0001722,In-Store,WARE-UHY1004,2018-07-19,2018-11-12,2018-12-25,2019-04-01,USD,5,3,246,1,3,0.1,3999.9,3119.922,9359.766,10799.730000000001,1439.9640000000018
1622,SO - 0001723,Online,WARE-XYS1001,2018-10-27,2018-11-12,2018-12-29,2018-12-30,USD,18,12,49,20,2,0.05,6398.5,3647.145,7294.29,12157.15,4862.86
1623,SO - 0001724,Distributor,WARE-XYS1001,2018-07-19,2018-11-12,2019-02-01,2019-10-01,USD,24,30,1,6,2,0.3,1038.5,633.485,1266.97,1453.8999999999999,186.92999999999984
1624,SO - 0001725,Distributor,WARE-NMK1003,2018-07-19,2018-11-12,2018-12-23,2018-12-26,USD,20,50,113,11,7,0.075,6525.8,2806.094,19642.658,42254.55500000001,22611.897000000008
1625,SO - 0001726,In-Store,WARE-UHY1004,2018-07-19,2018-11-12,2019-07-01,2019-01-13,USD,8,40,217,26,5,0.4,1092.1,808.154,4040.77,3276.2999999999993,-764.4700000000007
1626,SO - 0001727,Wholesale,WARE-NMK1003,2018-07-19,2018-11-12,2019-05-01,2019-06-01,USD,26,9,128,5,3,0.05,3879.3,2715.51,8146.530000000001,11056.005000000001,2909.4750000000004
1627,SO - 0001728,In-Store,WARE-UHY1004,2018-07-19,2018-11-12,2019-04-01,2019-05-01,USD,6,31,250,27,6,0.1,2599.6,2027.688,12166.128,14037.84,1871.7119999999995
1628,SO - 0001729,In-Store,WARE-NMK1003,2018-07-19,2018-11-12,2018-12-30,2019-05-01,USD,2,33,202,37,2,0.05,850.9,485.013,970.026,1616.7099999999998,646.6839999999999
1629,SO - 0001730,Wholesale,WARE-NMK1003,2018-07-19,2018-12-12,2018-12-30,2019-07-01,USD,27,47,106,20,2,0.1,1031.8,773.85,1547.7,1857.24,309.53999999999996
1630,SO - 0001731,Wholesale,WARE-NBV1002,2018-10-27,2018-12-12,2018-12-23,2018-12-25,USD,27,26,79,4,8,0.075,194.3,79.663,637.304,1437.8200000000002,800.5160000000002
1631,SO - 0001732,In-Store,WARE-NMK1003,2018-07-19,2018-12-12,2019-08-01,2019-01-14,USD,8,27,162,47,2,0.2,2331.6,1585.488,3170.976,3730.56,559.5839999999998
1632,SO - 0001733,Distributor,WARE-NMK1003,2018-07-19,2018-12-12,2018-12-14,2018-12-23,USD,24,20,161,25,3,0.2,3001.6,2191.168,6573.504000000001,7203.84,630.3359999999993
1633,SO - 0001734,In-Store,WARE-NMK1003,2018-07-19,2018-12-12,2018-12-29,2019-04-01,USD,5,25,136,15,3,0.05,207.7,168.237,504.711,591.9449999999999,87.23399999999992
1634,SO - 0001735,In-Store,WARE-MKL1006,2018-07-19,2018-12-12,2018-12-15,2018-12-21,USD,1,41,362,8,6,0.2,743.7,438.783,2632.6980000000003,3569.76,937.0619999999999
1635,SO - 0001736,In-Store,WARE-NMK1003,2018-07-19,2018-12-12,2018-12-30,2018-12-31,USD,1,46,125,31,7,0.075,207.7,120.466,843.262,1344.8575,501.59550000000013
1636,SO - 0001737,Distributor,WARE-NMK1003,2018-07-19,2018-12-12,2018-12-14,2018-12-17,USD,21,32,133,47,3,0.1,5768.7,3922.716,11768.148,15575.49,3807.3420000000006
1637,SO - 0001738,In-Store,WARE-MKL1006,2018-10-27,2018-12-12,2019-06-01,2019-08-01,USD,9,49,358,36,7,0.4,1916.2,1341.34,9389.38,8048.04,-1341.3399999999992
1638,SO - 0001739,In-Store,WARE-NMK1003,2018-10-27,2018-12-12,2019-08-01,2019-09-01,USD,9,8,110,28,8,0.3,2633.1,2238.135,17905.08,14745.359999999999,-3159.720000000003
1639,SO - 0001740,In-Store,WARE-NMK1003,2018-07-19,2018-12-12,2018-12-19,2018-12-21,USD,7,45,97,21,7,0.1,1065.3,639.18,4474.259999999999,6711.389999999999,2237.13
1640,SO - 0001741,In-Store,WARE-NBV1002,2018-10-27,2018-12-12,2018-12-14,2018-12-16,USD,8,48,86,41,3,0.2,2257.9,1603.109,4809.326999999999,5418.960000000001,609.6330000000016
1641,SO - 0001742,Online,WARE-UHY1004,2018-07-19,2018-12-12,2019-03-01,2019-12-01,USD,13,20,245,34,1,0.05,991.6,545.38,545.38,942.02,396.64
1642,SO - 0001743,Wholesale,WARE-NMK1003,2018-10-27,2018-12-12,2019-04-01,2019-01-13,USD,28,49,192,13,4,0.075,2338.3,1660.193,6640.772,8651.710000000001,2010.938000000001
1643,SO - 0001744,In-Store,WARE-MKL1006,2018-10-27,2018-12-13,2018-12-30,2019-03-01,USD,7,21,343,1,7,0.075,2988.2,1583.746,11086.222000000002,19348.595,8262.373
1644,SO - 0001745,In-Store,WARE-NMK1003,2018-10-27,2018-12-13,2018-12-26,2018-12-31,USD,8,35,166,21,6,0.4,1118.9,682.529,4095.174,4028.04,-67.13400000000001
1645,SO - 0001746,Online,WARE-UHY1004,2018-07-19,2018-12-13,2019-08-01,2019-01-17,USD,18,29,214,17,6,0.15,2485.7,1267.707,7606.242,12677.07,5070.8279999999995
1646,SO - 0001747,In-Store,WARE-NMK1003,2018-07-19,2018-12-13,2018-12-25,2019-04-01,USD,4,20,117,22,4,0.2,2847.5,1708.5,6834.0,9112.0,2278.0
1647,SO - 0001748,In-Store,WARE-NBV1002,2018-07-19,2018-12-13,2019-09-01,2019-12-01,USD,1,25,66,15,4,0.2,3296.4,2571.192,10284.768,10548.480000000001,263.71200000000135
1648,SO - 0001749,Online,WARE-XYS1001,2018-07-19,2018-12-13,2018-12-21,2018-12-30,USD,18,38,33,11,4,0.1,971.5,689.765,2759.06,3497.4,738.3400000000001
1649,SO - 0001750,Distributor,WARE-PUJ1005,2018-07-19,2018-12-13,2019-07-01,2019-01-17,USD,21,34,299,12,7,0.2,194.3,102.979,720.853,1088.0800000000002,367.2270000000002
1650,SO - 0001751,Online,WARE-NMK1003,2018-10-27,2018-12-13,2018-12-21,2018-12-27,USD,12,27,172,18,6,0.4,5969.7,3223.638,19341.828,21490.92,2149.091999999997
1651,SO - 0001752,Online,WARE-NMK1003,2018-07-19,2018-12-14,2018-12-18,2018-12-27,USD,14,1,166,11,1,0.05,1078.7,625.646,625.646,1024.765,399.11900000000014
1652,SO - 0001753,In-Store,WARE-NMK1003,2018-07-19,2018-12-14,2019-10-01,2019-01-15,USD,10,33,128,40,7,0.05,2412.0,1640.16,11481.12,16039.800000000001,4558.68
1653,SO - 0001754,In-Store,WARE-XYS1001,2018-07-19,2018-12-14,2019-06-01,2019-09-01,USD,11,45,18,25,4,0.05,1159.1,904.098,3616.392,4404.579999999999,788.1879999999992
1654,SO - 0001755,In-Store,WARE-MKL1006,2018-07-19,2018-12-14,2018-12-17,2018-12-18,USD,12,17,355,12,4,0.075,1882.7,809.561,3238.244,6965.990000000001,3727.7460000000005
1655,SO - 0001756,In-Store,WARE-UHY1004,2018-10-27,2018-12-14,2018-12-20,2018-12-28,USD,5,23,217,27,6,0.2,1949.7,1072.335,6434.01,9358.560000000001,2924.550000000001
1656,SO - 0001757,Distributor,WARE-NMK1003,2018-07-19,2018-12-14,2019-10-01,2019-11-01,USD,22,46,102,9,3,0.05,1098.8,747.184,2241.5519999999997,3131.58,890.0280000000002
1657,SO - 0001758,In-Store,WARE-NMK1003,2018-07-19,2018-12-14,2019-02-01,2019-04-01,USD,2,27,173,32,7,0.05,3155.7,2335.218,16346.525999999998,20985.404999999995,4638.878999999997
1658,SO - 0001759,Distributor,WARE-NMK1003,2018-07-19,2018-12-14,2018-12-29,2019-04-01,USD,23,24,123,30,5,0.2,2680.0,2144.0,10720.0,10720.0,0.0
1659,SO - 0001760,Wholesale,WARE-PUJ1005,2018-07-19,2018-12-14,2018-12-18,2018-12-25,USD,25,10,309,13,5,0.05,5956.3,3871.595,19357.975,28292.425,8934.45
1660,SO - 0001761,In-Store,WARE-UHY1004,2018-07-19,2018-12-15,2019-03-01,2019-10-01,USD,3,29,260,36,8,0.1,2010.0,924.6,7396.8,14472.0,7075.2
1661,SO - 0001762,Online,WARE-PUJ1005,2018-10-27,2018-12-15,2018-12-26,2018-12-27,USD,20,12,325,7,6,0.075,1319.9,963.527,5781.162,7325.4450000000015,1544.2830000000013
1662,SO - 0001763,In-Store,WARE-NBV1002,2018-07-19,2018-12-15,2018-12-17,2018-12-22,USD,5,26,77,41,8,0.075,1775.5,1065.3,8522.4,13138.7,4616.300000000001
1663,SO - 0001764,In-Store,WARE-XYS1001,2018-07-19,2018-12-15,2019-04-01,2019-09-01,USD,1,38,41,39,2,0.15,187.6,129.444,258.888,318.91999999999996,60.03199999999998
1664,SO - 0001765,In-Store,WARE-NMK1003,2018-07-19,2018-12-15,2018-12-27,2018-12-29,USD,6,3,173,19,5,0.05,1139.0,899.81,4499.049999999999,5410.25,911.2000000000007
1665,SO - 0001766,In-Store,WARE-XYS1001,2018-10-27,2018-12-15,2018-12-18,2018-12-23,USD,9,28,46,27,5,0.15,1005.0,824.1,4120.5,4271.25,150.75
1666,SO - 0001767,Distributor,WARE-NBV1002,2018-07-19,2018-12-15,2018-12-25,2018-12-29,USD,25,23,58,44,5,0.2,2385.2,1097.192,5485.96,9540.8,4054.8399999999992
1667,SO - 0001768,Online,WARE-NMK1003,2018-10-27,2018-12-15,2019-07-01,2019-01-13,USD,17,26,184,1,6,0.05,1085.4,911.736,5470.416,6186.780000000001,716.3640000000005
1668,SO - 0001769,Online,WARE-PUJ1005,2018-10-27,2018-12-15,2018-12-20,2018-12-23,USD,16,13,307,4,5,0.2,1809.0,1519.56,7597.799999999999,7236.0,-361.7999999999993
1669,SO - 0001770,Wholesale,WARE-UHY1004,2018-07-19,2018-12-15,2018-12-29,2019-05-01,USD,26,33,250,2,4,0.05,897.8,646.416,2585.664,3411.64,825.9759999999997
1670,SO - 0001771,In-Store,WARE-PUJ1005,2018-10-27,2018-12-15,2018-12-25,2018-12-26,USD,3,17,284,14,3,0.2,1246.2,847.416,2542.248,2990.88,448.63200000000006
1671,SO - 0001772,In-Store,WARE-XYS1001,2018-07-19,2018-12-15,2019-01-01,2019-11-01,USD,4,32,20,40,1,0.3,1118.9,503.505,503.505,783.23,279.725
1672,SO - 0001773,Online,WARE-NBV1002,2018-07-19,2018-12-15,2018-12-23,2018-12-31,USD,19,42,85,5,3,0.05,1018.4,835.088,2505.264,2902.4399999999996,397.1759999999995
1673,SO - 0001774,Distributor,WARE-UHY1004,2018-07-19,2018-12-15,2018-12-26,2018-12-29,USD,23,17,219,33,1,0.075,5105.4,3982.212,3982.212,4722.495,740.2829999999999
1674,SO - 0001775,In-Store,WARE-MKL1006,2018-07-19,2018-12-16,2019-01-13,2019-01-21,USD,9,13,363,16,8,0.075,1159.1,753.415,6027.32,8577.34,2550.0200000000004
1675,SO - 0001776,In-Store,WARE-PUJ1005,2018-07-19,2018-12-16,2019-08-01,2019-10-01,USD,8,7,287,36,3,0.075,1916.2,1379.664,4138.992,5317.455,1178.4629999999997
1676,SO - 0001777,In-Store,WARE-NBV1002,2018-07-19,2018-12-16,2019-01-01,2019-06-01,USD,9,41,66,23,3,0.15,247.9,131.387,394.161,632.145,237.98399999999998
1677,SO - 0001778,Wholesale,WARE-UHY1004,2018-07-19,2018-12-16,2019-12-01,2019-01-14,USD,26,18,222,28,4,0.075,884.4,610.236,2440.944,3272.28,831.3360000000002
1678,SO - 0001779,Distributor,WARE-UHY1004,2018-07-19,2018-12-17,2019-06-01,2019-11-01,USD,25,29,242,39,1,0.1,1139.0,774.52,774.52,1025.1000000000001,250.58000000000015
1679,SO - 0001780,Wholesale,WARE-MKL1006,2018-07-19,2018-12-17,2019-11-01,2019-01-14,USD,26,13,341,2,3,0.3,174.2,85.358,256.074,365.81999999999994,109.74599999999992
1680,SO - 0001781,Online,WARE-NMK1003,2018-07-19,2018-12-17,2018-12-22,2018-12-26,USD,17,20,187,27,8,0.05,951.4,761.12,6088.96,7230.639999999999,1141.6799999999994
1681,SO - 0001782,Online,WARE-NMK1003,2018-10-27,2018-12-17,2019-03-01,2019-01-13,USD,20,45,194,32,4,0.05,167.5,125.625,502.5,636.5,134.0
1682,SO - 0001783,Wholesale,WARE-NMK1003,2018-07-19,2018-12-17,2019-12-01,2019-01-22,USD,28,17,144,31,8,0.05,5138.9,3956.953,31655.624,39055.63999999999,7400.015999999992
1683,SO - 0001784,Online,WARE-NMK1003,2018-10-27,2018-12-17,2018-12-26,2019-01-01,USD,17,12,180,29,7,0.05,214.4,109.344,765.4079999999999,1425.76,660.3520000000001
